web-scraper-order,web-scraper-start-url,films,films-href,title,genres,image-src,number
"1678825945-5707","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/8","Ride the High Country (1962)","https://letterboxd.com/film/ride-the-high-country/","Ride the High Country","[{""genres"":""action""},{""genres"":""western""}]","https://a.ltrbxd.com/resized/film-poster/2/8/0/9/6/28096-ride-the-high-country-0-230-0-345-crop.jpg?v=5dc95e97b4","755"
"1678825947-5708","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/8","The Sorrow and the Pity (1969)","https://letterboxd.com/film/the-sorrow-and-the-pity/","The Sorrow and the Pity","[{""genres"":""war""},{""genres"":""documentary""},{""genres"":""history""}]","https://a.ltrbxd.com/resized/film-poster/2/2/4/7/5/22475-the-sorrow-and-the-pity-0-230-0-345-crop.jpg?v=4620f42d6e","754"
"1678825950-5709","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/8","Dances with Wolves (1990)","https://letterboxd.com/film/dances-with-wolves/","Dances with Wolves","[{""genres"":""drama""},{""genres"":""western""},{""genres"":""adventure""}]","https://a.ltrbxd.com/resized/film-poster/5/1/5/3/9/51539-dances-with-wolves-0-230-0-345-crop.jpg?v=655e740f9b","753"
"1678825952-5710","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/8","Naked (1993)","https://letterboxd.com/film/naked/","Naked","[{""genres"":""comedy""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/8/3/9/7/38397-naked-0-230-0-345-crop.jpg?v=6ff026f427","752"
"1678825955-5711","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/8","Being John Malkovich (1999)","https://letterboxd.com/film/being-john-malkovich/","Being John Malkovich","[{""genres"":""drama""},{""genres"":""fantasy""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/5/1/6/1/8/51618-being-john-malkovich-0-230-0-345-crop.jpg?v=aecbc04013","751"
"1678825957-5712","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/8","The Chaos Class Failed the Class (1975)","https://letterboxd.com/film/the-chaos-class-failed-the-class/","The Chaos Class Failed the Class","[{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/3/1/0/9/2/31092-the-chaos-class-failed-the-class-0-230-0-345-crop.jpg?v=034ce86fc2","750"
"1678825959-5713","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/8","Dishonored (1931)","https://letterboxd.com/film/dishonored/","Dishonored","[{""genres"":""drama""},{""genres"":""romance""},{""genres"":""war""}]","https://a.ltrbxd.com/resized/film-poster/5/9/9/1/1/59911-dishonored-0-230-0-345-crop.jpg?v=92ccafb5f0","749"
"1678825962-5714","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/8","Return of the Jedi (1983)","https://letterboxd.com/film/return-of-the-jedi/","Return of the Jedi","[{""genres"":""science-fiction""},{""genres"":""adventure""},{""genres"":""action""}]","https://a.ltrbxd.com/resized/sm/upload/88/lu/ak/8v/5wDrNqePjb5SOucrWQwiFu340vv-0-230-0-345-crop.jpg?v=acc9d9c27b","748"
"1678825964-5715","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/8","French Cancan (1955)","https://letterboxd.com/film/french-cancan/","French Cancan","[{""genres"":""romance""},{""genres"":""comedy""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/2/0/0/1/7/20017-french-cancan-0-230-0-345-crop.jpg?v=5344f3cecd","747"
"1678825966-5716","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/8","The Bitter Tears of Petra von Kant (1972)","https://letterboxd.com/film/the-bitter-tears-of-petra-von-kant/","The Bitter Tears of Petra von Kant","[{""genres"":""romance""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/4/6/3/4/9/46349-the-bitter-tears-of-petra-von-kant-0-230-0-345-crop.jpg?v=d9fc8d6de4","746"
"1678825968-5717","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/8","The Fugitive (1993)","https://letterboxd.com/film/the-fugitive-1993/","The Fugitive","[{""genres"":""drama""},{""genres"":""thriller""},{""genres"":""action""}]","https://a.ltrbxd.com/resized/film-poster/4/8/8/2/3/48823-the-fugitive-0-230-0-345-crop.jpg?v=f0226b0e25","745"
"1678825970-5718","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/8","Y Tu Mamá También (2001)","https://letterboxd.com/film/y-tu-mama-tambien/","Y Tu Mamá También","[{""genres"":""drama""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/5/1/0/6/8/51068-y-tu-mama-tambien-0-230-0-345-crop.jpg?v=1052852218","744"
"1678825973-5719","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/8","Aladdin (1992)","https://letterboxd.com/film/aladdin/","Aladdin","[{""genres"":""romance""},{""genres"":""fantasy""},{""genres"":""adventure""},{""genres"":""animation""},{""genres"":""family""}]","https://a.ltrbxd.com/resized/sm/upload/n3/26/lb/e2/trm94WPjW5ApKulhFvuRm5cT8KQ-0-230-0-345-crop.jpg?v=7aa7423779","743"
"1678825976-5720","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/8","Death by Hanging (1968)","https://letterboxd.com/film/death-by-hanging/","Death by Hanging","[{""genres"":""drama""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/sm/upload/97/99/yc/xe/awywpZsvuZd0nuv3oqiXTrglT0y-0-230-0-345-crop.jpg?v=9c40caccf1","742"
